"Sujeto Obligado",Ejercicio,"Fecha de Inicio Del periodo Que Se Informa","Fecha de Término Del periodo Que Se Informa","Funcion Del Sujeto Obligado (catálogo)","Área Administrativa Encargada de Solicitar El Servicio o Producto, en su caso","Clasificación Del(los) Servicios (catálogos)","Tipo de Servicio","Tipo de Medio (catálogo)","Descripción de Unidad","Tipo (catálogo)","Nombre de La Campaña O Aviso Institucional, en su Caso","Año de La Campaña","Tema de La Campaña O Aviso Institucional","Objetivo Institucional","Objetivo de Comunicación","Costo por unidad","Clave Única de Identificación de Campaña","Autoridad Que Proporcionó La Clave","Cobertura (catálogo)","Ámbito Geográfico de Cobertura","Fecha de Inicio de La Campaña O Aviso Institucional","Fecha de término de La Campaña O Aviso Institucional","Sexo (catálogo)","Lugar de Residencia","Nivel Educativo","Grupo de Edad","Nivel Socioeconómico","Respecto a Los Proveedores y su Contratación","Respecto a Los Recursos y El Presupuesto","Respecto Al Contrato y Los Montos","Área(s) Responsable(s) Que Genera(n), Posee(n), Publica(n) Y Actualizan La Información","Fecha de validación","Fecha de actualización",Nota
Chihuahua,2019,01-Abril-19,30-Junio-19,"Contratante y solicitante",,"Otros servicios asociados a la comunicación ","Análisis, estudios y métricas","Estudios (Pre-Campaña, Post-Campaña)",,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",87500.01,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,2019-454-1-173-83,2019-454-1-173-83,2019-454-1-173-83,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2019,01-Abril-19,30-Junio-19,"Contratante y solicitante",,"Otros servicios asociados a la comunicación ","Análisis, estudios y métricas","Estudios (Pre-Campaña, Post-Campaña)",,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",27500.00,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,2019-457-1-173-83,2019-457-1-173-83,2019-457-1-173-83,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2019,01-Abril-19,30-Junio-19,"Contratante y solicitante",,"Otros servicios asociados a la comunicación ","Análisis, estudios y métricas","Estudios (Pre-Campaña, Post-Campaña)",,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",606750.00,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,2019-460-1-118-88,2019-460-1-118-88,2019-460-1-118-88,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2019,01-Abril-19,30-Junio-19,"Contratante y solicitante",,"Otros servicios asociados a la comunicación ","Análisis, estudios y métricas","Estudios (Pre-Campaña, Post-Campaña)",,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",242700.00,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,2019-462-1-118-88,2019-462-1-118-88,2019-462-1-118-88,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2019,01-Abril-19,30-Junio-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos",Revistas,,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",12020.00,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,2019-471-1-145-48,2019-471-1-145-48,2019-471-1-145-48,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2019,01-Abril-19,30-Junio-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos",Revistas,,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",52200.00,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,2019-472-1-145-48,2019-472-1-145-48,2019-472-1-145-48,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2019,01-Abril-19,30-Junio-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Televisión,"Televisión abierta local",,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",1117776.00,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,2019-473-1-153-70,2019-473-1-153-70,2019-473-1-153-70,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2019,01-Abril-19,30-Junio-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Televisión,"Televisión abierta local",,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",480414.00,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,2019-474-1-153-70,2019-474-1-153-70,2019-474-1-153-70,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2019,01-Abril-19,30-Junio-19,"Contratante y solicitante",,"Otros servicios asociados a la comunicación ","Producción de contenidos","Otro tipo de servicio de producción",,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",179200.00,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,2019-475-1-172-81,2019-475-1-172-81,2019-475-1-172-81,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2019,01-Abril-19,30-Junio-19,"Contratante y solicitante",,"Otros servicios asociados a la comunicación ","Producción de contenidos",Producción,,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",36000.00,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,2019-476-1-172-81,2019-476-1-172-81,2019-476-1-172-81,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2019,01-Abril-19,30-Junio-19,"Contratante y solicitante",,"Otros servicios asociados a la comunicación ","Análisis, estudios y métricas","Estudios (Pre-Campaña, Post-Campaña)",,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",61950.00,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,2019-478-1-112-86,2019-478-1-112-86,2019-478-1-112-86,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2019,01-Abril-19,30-Junio-19,"Contratante y solicitante",,"Otros servicios asociados a la comunicación ","Análisis, estudios y métricas","Estudios (Pre-Campaña, Post-Campaña)",,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",100450.00,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,2019-479-1-112-86,2019-479-1-112-86,2019-479-1-112-86,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2019,01-Abril-19,30-Junio-19,"Contratante y solicitante",,"Otros servicios asociados a la comunicación ","Análisis, estudios y métricas","Estudios (Pre-Campaña, Post-Campaña)",,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",210000.00,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,2019-481-1-113-84,2019-481-1-113-84,2019-481-1-113-84,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2019,01-Abril-19,30-Junio-19,"Contratante y solicitante",,"Otros servicios asociados a la comunicación ","Análisis, estudios y métricas","Estudios (Pre-Campaña, Post-Campaña)",,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",138000.00,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,2019-483-1-113-84,2019-483-1-113-84,2019-483-1-113-84,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2019,01-Abril-19,30-Junio-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",600000.00,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,2019-466-1-128-87,2019-466-1-128-87,2019-466-1-128-87,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2019,01-Abril-19,30-Junio-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",149999.99,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,2019-467-1-128-87,2019-467-1-128-87,2019-467-1-128-87,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2019,01-Abril-19,30-Junio-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios complementarios","Otros medios complementarios",,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",348000.00,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,2019-469-1-137-90,2019-469-1-137-90,2019-469-1-137-90,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2019,01-Abril-19,30-Junio-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",99668.66,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,2019-470-1-140-75,2019-470-1-140-75,2019-470-1-140-75,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas,"BOX BARRIO",,Deportes,"Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Es un evento para la integración familiar y convivencia brindado un poco de cultura  Integración de esfuerzos, se multiplicará exponencialmente el alcance de la celebración que enmarcará el 309 aniversario de la Fundación de Chihuahua, en una ?gran fiesta que congrega a todo el estado, para festejar lo que nos une, lo que nos inspira y lo que compartimos: nuestra cultura?.",47800.00,12-CCS-ISX-18-2*,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,0-527-1-199-62,0-527-1-199-62,0-527-1-199-62,"Unidad administrativa de comunicación social",2020-09-23,2020-09-23,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas,"XIMENA SARIÑANA FICH FICUU",,"Cultura y artes","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Es un evento para la integración familiar y convivencia brindado un poco de cultura  Integración de esfuerzos, se multiplicará exponencialmente el alcance de la celebración que enmarcará el 309 aniversario de la Fundación de Chihuahua, en una ?gran fiesta que congrega a todo el estado, para festejar lo que nos une, lo que nos inspira y lo que compartimos: nuestra cultura?.",75600.00,08-CCS-CCMM-2018,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,0-528-1-199-62,0-528-1-199-62,0-528-1-199-62,"Unidad administrativa de comunicación social",2020-09-23,2020-09-23,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas,FICUU,,"Cultura y artes","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Es un evento para la integración familiar y convivencia brindado un poco de cultura  Integración de esfuerzos, se multiplicará exponencialmente el alcance de la celebración que enmarcará el 309 aniversario de la Fundación de Chihuahua, en una ?gran fiesta que congrega a todo el estado, para festejar lo que nos une, lo que nos inspira y lo que compartimos: nuestra cultura?.",369516.84,01-CCS-M-18,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,2018-553-1-251-43,2018-553-1-251-43,2018-553-1-251-43,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas,"XIMENA SARIÑANA FICH FICUU",,"Cultura y artes","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Es un evento para la integración familiar y convivencia brindado un poco de cultura  Integración de esfuerzos, se multiplicará exponencialmente el alcance de la celebración que enmarcará el 309 aniversario de la Fundación de Chihuahua, en una ?gran fiesta que congrega a todo el estado, para festejar lo que nos une, lo que nos inspira y lo que compartimos: nuestra cultura?.",97800.00,08-CCS-CCMM-2018,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,0-529-1-200-24,0-529-1-200-24,0-529-1-200-24,"Unidad administrativa de comunicación social",2020-09-23,2020-09-23,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas,"BOX BARRIO",,Deportes,"Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Es un evento para la integración familiar y convivencia brindado un poco de cultura  Integración de esfuerzos, se multiplicará exponencialmente el alcance de la celebración que enmarcará el 309 aniversario de la Fundación de Chihuahua, en una ?gran fiesta que congrega a todo el estado, para festejar lo que nos une, lo que nos inspira y lo que compartimos: nuestra cultura?.",81200.00,12-CCS-ISX-18-2*,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,0-530-1-200-24,0-530-1-200-24,0-530-1-200-24,"Unidad administrativa de comunicación social",2020-09-23,2020-09-23,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas,"PLAN DE DESARROLLO MUNICIPAL",,"Informes de gobierno","Garantizar el óptimo cumplimiento de los derechos de acceso a la información pública y la protección de datos personales","Dar  a conocer el plan  municipal de desarrollo fomentar la participación de la ciudadanía  con propuesta  para  sea contemplada  en dicho plana.",24000.01,03-CCS-CCMM-2018-2*,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,0-531-1-201-65,0-531-1-201-65,0-531-1-201-65,"Unidad administrativa de comunicación social",2020-09-23,2020-09-23,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas,"XIMENA SARIÑANA FICH FICUU",,"Cultura y artes","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Es un evento para la integración familiar y convivencia brindado un poco de cultura  Integración de esfuerzos, se multiplicará exponencialmente el alcance de la celebración que enmarcará el 309 aniversario de la Fundación de Chihuahua, en una ?gran fiesta que congrega a todo el estado, para festejar lo que nos une, lo que nos inspira y lo que compartimos: nuestra cultura?.",36000.00,08-CCS-CCMM-2018,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,0-532-1-201-65,0-532-1-201-65,0-532-1-201-65,"Unidad administrativa de comunicación social",2020-09-23,2020-09-23,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas,"FICH FICUU 2018",,"Cultura y artes","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Es un evento para la integración familiar y  convivencia brindado un poco de cultura  Integración de esfuerzos, se multiplicará exponencialmente el alcance de la celebración que enmarcará el 309 aniversario de la Fundación de Chihuahua, en una ?gran fiesta que congrega a todo el estado, para festejar lo que nos une, lo que nos inspira y lo que compartimos: nuestra cultura?.",72499.36,01-CCS-CCMM-2018-5*,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,2018-554-1-252-28,2018-554-1-252-28,2018-554-1-252-28,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas,"BOX BARRIO",,Deportes,"Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Es un evento para la integración familiar y convivencia brindado un poco de cultura  Integración de esfuerzos, se multiplicará exponencialmente el alcance de la celebración que enmarcará el 309 aniversario de la Fundación de Chihuahua, en una ?gran fiesta que congrega a todo el estado, para festejar lo que nos une, lo que nos inspira y lo que compartimos: nuestra cultura?.",49999.99,12-CCS-ISX-18-2*,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,0-533-1-202-23,0-533-1-202-23,0-533-1-202-23,"Unidad administrativa de comunicación social",2020-09-23,2020-09-23,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas,"PLAN DE DESARROLLO MUNICIPAL",,"Informes de gobierno","Garantizar el óptimo cumplimiento de los derechos de acceso a la información pública y la protección de datos personales","Dar  a conocer el plan  municipal de desarrollo fomentar la participación de la ciudadanía  con propuesta  para  sea contemplada  en dicho plana.",64499.40,03-CCS-CCMM-2018-2*,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,2018-555-1-252-28,2018-555-1-252-28,2018-555-1-252-28,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Televisión,"Televisión abierta local",,Campañas,"PLAN DE DESARROLLO MUNICIPAL",,"Informes de gobierno","Garantizar el óptimo cumplimiento de los derechos de acceso a la información pública y la protección de datos personales","Dar  a conocer el plan  municipal de desarrollo fomentar la participación de la ciudadanía  con propuesta  para  sea contemplada  en dicho plana.",92075.00,03-CCS-CCMM-2018-2*,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,2018-556-1-253-64,2018-556-1-253-64,2018-556-1-253-64,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas,"FICH FICUU 2018",,"Cultura y artes","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Es un evento para la integración familiar y  convivencia brindado un poco de cultura  Integración de esfuerzos, se multiplicará exponencialmente el alcance de la celebración que enmarcará el 309 aniversario de la Fundación de Chihuahua, en una ?gran fiesta que congrega a todo el estado, para festejar lo que nos une, lo que nos inspira y lo que compartimos: nuestra cultura?.",50000.04,01-CCS-CCMM-2018-5*,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,0-534-1-202-23,0-534-1-202-23,0-534-1-202-23,"Unidad administrativa de comunicación social",2020-09-23,2020-09-23,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,"SIN ESPECIFICAR","SIN ESPECIFICAR",,Otro,"Sin especificar",,49919.63,,,Municipal,,0000-00-00,0000-00-00,,,,,,0-535-1-209-60,0-535-1-209-60,0-535-1-209-60,"Unidad administrativa de comunicación social",2020-09-23,2020-09-23,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas,"PLAN DE DESARROLLO MUNICIPAL",,"Informes de gobierno","Garantizar el óptimo cumplimiento de los derechos de acceso a la información pública y la protección de datos personales","Dar  a conocer el plan  municipal de desarrollo fomentar la participación de la ciudadanía  con propuesta  para  sea contemplada  en dicho plana.",93000.00,03-CCS-CCMM-2018-2*,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,0-536-1-238-58,0-536-1-238-58,0-536-1-238-58,"Unidad administrativa de comunicación social",2020-09-23,2020-09-23,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas,"FICH FICUU 2018",,"Cultura y artes","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Es un evento para la integración familiar y  convivencia brindado un poco de cultura  Integración de esfuerzos, se multiplicará exponencialmente el alcance de la celebración que enmarcará el 309 aniversario de la Fundación de Chihuahua, en una ?gran fiesta que congrega a todo el estado, para festejar lo que nos une, lo que nos inspira y lo que compartimos: nuestra cultura?.",107000.00,01-CCS-CCMM-2018-5*,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,0-537-1-238-58,0-537-1-238-58,0-537-1-238-58,"Unidad administrativa de comunicación social",2020-09-23,2020-09-23,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas,"PLAN DE DESARROLLO MUNICIPAL",,"Informes de gobierno","Garantizar el óptimo cumplimiento de los derechos de acceso a la información pública y la protección de datos personales","Dar  a conocer el plan  municipal de desarrollo fomentar la participación de la ciudadanía  con propuesta  para  sea contemplada  en dicho plana.",100998.98,03-CCS-CCMM-2018-2*,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,0-538-1-242-16,0-538-1-242-16,0-538-1-242-16,"Unidad administrativa de comunicación social",2020-09-23,2020-09-23,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Televisión,"Televisión abierta local",,Campañas,"FICH FICUU 2018",,"Cultura y artes","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Es un evento para la integración familiar y  convivencia brindado un poco de cultura  Integración de esfuerzos, se multiplicará exponencialmente el alcance de la celebración que enmarcará el 309 aniversario de la Fundación de Chihuahua, en una ?gran fiesta que congrega a todo el estado, para festejar lo que nos une, lo que nos inspira y lo que compartimos: nuestra cultura?.",106575.00,01-CCS-CCMM-2018-5*,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,2018-557-1-253-64,2018-557-1-253-64,2018-557-1-253-64,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2018,01-Julio-18,30-Septiembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios complementarios","Otros medios complementarios",,"Avisos Institucionales","SEGUNDO INFORME DE GOBIERNO MUNICIPAL",,"Informes de gobierno","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Mantener informada a la ciudadanía de logros y acciones dando a conocer  los diferentes tipos de  programas  que se llevaron a cabo en el trascurso de  ese  periodo 2017.",39930.39,CCS-01/PRA-2018,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-09-01,2018-09-06,,,,,,0-578-5-194-92,0-578-5-194-92,0-578-5-194-92,,,,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Televisión,"Televisión abierta local",,Campañas,"FICH FICUU 2018",,"Cultura y artes","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Es un evento para la integración familiar y  convivencia brindado un poco de cultura  Integración de esfuerzos, se multiplicará exponencialmente el alcance de la celebración que enmarcará el 309 aniversario de la Fundación de Chihuahua, en una ?gran fiesta que congrega a todo el estado, para festejar lo que nos une, lo que nos inspira y lo que compartimos: nuestra cultura?.",100800.00,01-CCS-CCMM-2018-5*,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,2018-558-1-254-42,2018-558-1-254-42,2018-558-1-254-42,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Televisión,"Televisión abierta local",,Campañas,"PLAN DE DESARROLLO MUNICIPAL",,"Informes de gobierno","Garantizar el óptimo cumplimiento de los derechos de acceso a la información pública y la protección de datos personales","Dar  a conocer el plan  municipal de desarrollo fomentar la participación de la ciudadanía  con propuesta  para  sea contemplada  en dicho plana.",98400.00,03-CCS-CCMM-2018-2*,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,2018-559-1-254-42,2018-559-1-254-42,2018-559-1-254-42,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Televisión,"Televisión abierta local",,Campañas,"FICH FICUU 2018",,"Cultura y artes","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Es un evento para la integración familiar y  convivencia brindado un poco de cultura  Integración de esfuerzos, se multiplicará exponencialmente el alcance de la celebración que enmarcará el 309 aniversario de la Fundación de Chihuahua, en una ?gran fiesta que congrega a todo el estado, para festejar lo que nos une, lo que nos inspira y lo que compartimos: nuestra cultura?.",207000.14,01-CCS-CCMM-2018-5*,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,2018-560-1-255-50,2018-560-1-255-50,2018-560-1-255-50,Chihuahua,2020-07-06,2020-07-06,
