#,Ejercicio,"Fecha de inicio del periodo que se informa","Fecha de término del periodo que se informa",Mensaje,"Hipervínculo Que Dirija a La Información Relativa a La Utilización de Los Tiempos Oficiales","Área(s) Responsable(s) Que Genera(n), Posee(n), Publica(n) y Actualizan la Información","Fecha de Validación","Fecha de actualización",Nota
608,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
609,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-06-30,
610,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
611,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
612,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-01,,
613,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
614,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
615,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
616,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
617,2018,2018-10-01,2018-12-31,,,"Unidad Administrativa  de Comunicación Social",2019-01-28,2018-12-31,
618,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
619,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
620,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
621,2018,2018-10-01,2018-12-31,,,"Unidad Administrativa  de Comunicación Social",2019-01-28,2018-12-31,
622,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
623,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
624,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
625,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
626,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
627,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
628,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-10-09,2019-09-30,
629,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-10-09,2019-09-30,
630,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
631,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
632,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
633,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
634,2018,2018-10-01,2018-12-31,,,"Unidad Administrativa  de Comunicación Social",2019-01-28,2018-12-31,
635,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
636,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-10-09,2019-09-30,
637,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
638,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
639,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
640,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-10-09,2020-09-30,
641,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
642,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",,2018-12-31,
643,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
644,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2019-12-31,
645,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
646,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
647,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
648,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
649,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
650,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
651,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
652,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
653,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
654,2019,2019-04-01,2019-06-30,"


informar a la ciudadanía de las acciones, avisos, campañas, obras y servicios que impulsa el gobierno municipal que se realizan en beneficio de los habitantes de la ciudad de chihuahua



 ",,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
655,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
656,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
657,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
658,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
659,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
660,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
661,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
662,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
663,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
664,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
665,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
666,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
667,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-07-24,
668,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
669,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-10-09,2019-09-30,
670,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-07-03,
671,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
672,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-10-09,2019-09-30,
673,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
674,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
675,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-10-09,2019-09-30,
676,2018,2018-01-01,2018-12-31,,,,,,
677,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-10-09,2020-09-30,
678,2019,2019-01-01,2019-12-31,,,,,,
679,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
680,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
681,2019,2019-09-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-10-09,2020-09-30,
682,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-09-30,
683,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-10-09,2019-09-30,
684,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
685,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-10-09,2020-09-30,
686,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-10-09,2019-09-30,
687,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
688,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-10-09,2019-09-30,
689,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
690,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-10-09,2019-09-30,
691,2019,2019-04-01,2019-04-01,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
692,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
693,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-10-09,2019-09-30,
694,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
695,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
696,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-10-09,2019-09-30,
697,2019,2019-04-01,2019-06-30,"


 



 ",,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
698,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-10-09,2019-09-30,
699,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
700,2019,2019-04-01,2019-06-30,"


 



 ",,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
701,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
702,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-10-09,2019-09-30,
703,2019,2019-04-01,2019-07-01,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
704,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
705,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-10-09,2018-09-30,
706,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
707,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-10-09,2019-09-30,
708,2019,2019-04-01,2019-06-30,"


 


",,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-07-03,
709,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-10-09,2019-09-30,
710,2019,2019-04-01,2019-06-30,"


 



 ",,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
711,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-10-09,2019-09-30,
712,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
713,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
714,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-10-09,2019-09-30,
715,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
716,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
717,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-10-09,2019-09-30,
718,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
719,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
720,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-10-09,2019-09-30,
721,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
722,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-03,
723,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-09-30,
724,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-09-10,2019-09-30,
725,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-10-09,2019-09-30,
726,2019,2019-10-01,2019-12-31,,,"COORDINACIÓN DE COMUNICACIÓN SOCIAL",2020-01-07,2019-12-31,
727,2019,2019-10-01,2019-12-31,,,"COORDINACIÓN DE COMUNICACIÓN SOCIAL",2020-01-07,2019-12-31,
728,2019,2019-10-01,2019-12-31,,,"COORDINACIÓN DE COMUNICACIÓN SOCIAL",2020-01-07,2019-12-31,
729,2019,2019-10-01,2019-12-31,,,"COORDINACIÓN DE COMUNICACIÓN SOCIAL",2020-01-07,2019-12-31,
730,2019,2019-10-01,2019-12-31,,,"COORDINACIÓN DE COMUNICACIÓN SOCIAL",2020-01-07,2019-12-31,
731,2019,2019-10-01,2019-12-31,,,"COORDINACIÓN DE COMUNICACIÓN SOCIAL",2020-01-07,2019-12-31,
732,2019,2019-10-01,2019-12-31,,,"COORDINACIÓN DE COMUNICACIÓN SOCIAL",2020-01-07,2019-12-31,
733,2019,2019-10-01,2019-12-31,,,"COORDINACIÓN DE COMUNICACIÓN SOCIAL",2020-01-07,2019-12-31,
734,2019,2019-10-01,2019-12-31,,,"COORDINACIÓN DE COMUNICACIÓN SOCIAL",2020-01-07,2019-12-31,
735,2019,2019-10-01,2019-12-31,,,"COORDINACIÓN DE COMUNICACIÓN SOCIAL",2020-01-07,2019-12-31,
736,2019,2019-10-01,2019-12-31,,,"COORDINACIÓN DE COMUNICACIÓN SOCIAL",2020-01-07,2019-12-31,
737,2019,2019-10-01,2019-12-31,,,"COORDINACIÓN DE COMUNICACIÓN SOCIAL",2020-01-07,2019-12-31,
738,2019,2019-10-01,2019-12-31,,,"COORDINACIÓN DE COMUNICACIÓN SOCIAL",2020-01-07,2019-12-31,
739,2019,2019-10-01,2019-12-31,,,"COORDINACIÓN DE COMUNICACIÓN SOCIAL",2020-01-07,2019-12-31,
740,2019,2019-10-01,2019-12-31,,,"COORDINACIÓN DE COMUNICACIÓN SOCIAL",2020-01-07,2019-12-31,
741,2019,2019-10-01,2019-12-31,,,"COORDINACIÓN DE COMUNICACIÓN SOCIAL",2020-01-07,2019-12-31,
742,2019,2019-10-01,2019-12-31,,,"COORDINACIÓN DE COMUNICACIÓN SOCIAL",2020-01-07,2019-12-31,
743,2019,2019-10-01,2019-12-31,,,"COORDINACIÓN DE COMUNICACIÓN SOCIAL",2020-01-07,2019-12-31,
744,2019,2019-10-01,2019-12-31,,,"COORDINACIÓN DE COMUNICACIÓN SOCIAL",2020-01-07,2019-12-31,
745,2019,2019-10-01,2019-12-31,,,"COORDINACIÓN DE COMUNICACIÓN SOCIAL",2020-01-07,2019-12-31,
746,2019,2019-10-01,2019-12-31,,,"COORDINACIÓN DE COMUNICACIÓN SOCIAL",2020-01-07,2019-12-31,
747,2019,2019-10-01,2019-12-31,,,"COORDINACIÓN DE COMUNICACIÓN SOCIAL",2020-01-07,2019-12-31,
748,2019,2019-10-01,2019-12-31,,,"COORDINACIÓN DE COMUNICACIÓN SOCIAL",2020-01-07,2019-12-31,
749,2019,2019-10-01,2019-12-31,,,"COORDINACIÓN DE COMUNICACIÓN SOCIAL",2020-01-07,2019-12-31,
750,2019,2019-10-01,2019-12-31,,,"COORDINACIÓN DE COMUNICACIÓN SOCIAL",2020-01-07,2019-12-31,
751,2019,2019-10-01,2019-12-31,,,"COORDINACIÓN DE COMUNICACIÓN SOCIAL",2020-01-07,2019-12-31,
752,2019,2019-10-01,2019-12-31,,,"COORDINACIÓN DE COMUNICACIÓN SOCIAL",2020-01-07,2019-12-31,
753,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-10-10,2020-09-30,
754,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-10-09,2019-09-30,
755,2019,2019-07-01,2019-09-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-10-09,2019-09-30,
756,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
757,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
758,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-10-01,2020-12-31,
759,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
760,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
761,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
762,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
763,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
764,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
765,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
766,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
767,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
768,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
769,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
770,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
771,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
772,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
773,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
774,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
775,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
776,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
777,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
778,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
779,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
780,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
781,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
782,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
783,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
784,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
785,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
786,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
787,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
788,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
789,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
790,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
791,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
792,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
793,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
794,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
795,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
796,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
797,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
798,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
799,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
800,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
801,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
802,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
803,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
804,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
