#,"Número de contrato",Procedimiento,Proveedor,Ejercicio,Trimestre,Contratante,Solicitante,"Objeto del contrato",Descripción,"Fundamento jurídico","Fecha celebración","Fecha inicio","Fecha fin","Monto original del contrato","Monto modificado","Monto total","Monto pagado a la fecha","Archivo contrato en PDF (Vinculo al archivo)",Estatus
285,AD102/2020,"Adjudicación directa","""Plan de vuelo"", Radio 102.5 FM",2020,abril-junio,Chihuahua,Chihuahua,"SERVICIO DE PUBLICIDAD EN RADIO A TRAVÉS DEL PROGRAMA """"PLAN DE VUELO"""" VÍA SPOTS DE AVISOS  Y ANUNCIOS OFICIALES, TRANSMISIONES EN PROGRAMAS Y TRANSMISIONES EN VIVO PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",2020-04-22,2020-04-08,2020-06-30,174000.00,0.00,174000.00,174000.00,AD102-2020_RUBEN_EDMUNDO_MALDONADO_.PDF,Activo
286,AD128/2020,"Adjudicación directa","El Pueblo Familiar, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,"SERVICIO DE PUBLICIDAD DE PROYECCIÓN EN PANTALLA UNIPOLAR LED UBICADA EN BOULEVARD TEÓFILO BORUNDA (CANAL Y 21), PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPA","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",2020-05-07,2020-04-23,2020-06-30,180000.00,0.00,180000.00,180000.00,AD128-2020_EL_PUEBLO_FAMILIAR_PANTALLA.PDF,Activo
287,AD103/2020,"Adjudicación directa","SUEÑOS y REALIDADES",2020,abril-junio,Chihuahua,Chihuahua,"SERVICIO DE PUBLICIDAD EN RADIO A TRAVÉS DEL PROGRAMA """"SUEÑOS Y REALIDADES"""" VÍA SPOTS DE AVISOS  Y ANUNCIOS OFICIALES, TRANSMISIONES EN PROGRAMAS Y TRANSMISIONES EN VIVO PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",2020-04-22,2020-04-08,2020-06-30,46900.00,0.00,46900.00,46799.99,AD103-2020_PEDRO_JAVIER_ONTIVEROS_BLANCO.PDF,Activo
288,AD104/2020,"Adjudicación directa","Cazonci Editores, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,"SERVICIO DE PUBLICIDAD EN MATERIA COMERCIAL PERIODISTICA, VÍA INSERCIONES EN DIVERSOS  PERIÓDICOS Y PUBLICACIONES IMPRESAS, ESPECIFICAMENTE EN LA REVISTA """"ALCALDES DE  MÉXICO"""", PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",2020-04-22,2020-04-08,2020-06-30,144000.00,0.00,144000.00,144000.00,,Activo
289,AD105/2020,"Adjudicación directa","Editorial E Imagen Publica, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,"SERVICIO DE PUBLICIDAD EN MATERIA COMERCIAL PERIODISTICA, VÍA INSERCIONES EN DIVERSOS  PERIÓDICOS Y PUBLICACIONES IMPRESAS, ESPECIFICAMENTE EN LA REVISTA """"SER EMPRESARIO"""", PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",2020-04-22,2020-04-08,2020-06-30,212090.00,0.00,212090.00,212090.00,AD105-2020_EDITORIAL_E_IMAGEN_PUBLICA_SA_DE_CV.PDF,Activo
290,AD106/2020,"Adjudicación directa","Cia. Periodística El Sol de Chihuahua, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,"SERVICIO DE PUBLICIDAD EN MATERIA COMERCIAL PERIODISTICA, VÍA INSERCIONES EN DIVERSOS  PERIÓDICOS Y PUBLICACIONES IMPRESAS, ESPECIFICAMENTE EN EL PERIÓDICO """"EL HERALDO DE CHIHUAHUA"""", PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",2020-04-22,2020-04-08,2020-06-30,6500000.00,0.00,6500000.00,6499999.99,AD106-2020_CIA_PERIODISTICA_DEL_SOL_IMPRESO_HERALDO.PDF,Activo
291,AD107/2020,"Adjudicación directa","Radio Juarense, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,"SERVICIO DE PUBLICIDAD EN MATERIA COMERCIAL PERIODISTICA, VÍA INSERCIONES EN DIVERSOS  PERIÓDICOS Y PUBLICACIONES IMPRESAS, ESPECIFICAMENTE EN LA REVISTA """"RADIO NET JUARENSE"""", PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",2020-04-22,2020-04-08,2020-06-30,168000.00,0.00,168000.00,167968.00,,Activo
292,AD108/2020,"Adjudicación directa","Publicaciones del Chuviscar, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,"SERVICIO DE PUBLICIDAD EN MATERIA COMERCIAL PERIODISTICA, VÍA INSERCIONES EN DIVERSOS  PERIÓDICOS Y PUBLICACIONES IMPRESAS, ESPECIFICAMENTE EN EL PERIÓDICO """"EL DIARIO DE CHIHUAHUA"""", PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",2020-04-22,2020-04-08,2020-06-30,4000000.00,0.00,4000000.00,3999999.00,AD108-2020_EL_CHUVISCAR_IMPRESO_.PDF,Activo
293,AD109/2020,"Adjudicación directa","Merboca, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,"SERVICIO DE PUBLICIDAD EN MATERIA COMERCIAL PERIODISTICA, VÍA INSERCIONES EN DIVERSOS  PERIÓDICOS Y PUBLICACIONES IMPRESAS, ESPECIFICAMENTE EN EL PERIÓDICO """"EL DIARIO DE CHIHUAHUA"""", PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",2020-04-22,2020-04-08,2020-06-30,361920.00,0.00,361920.00,361919.99,AD109-2020_MERBOCA_SA_DE_CV.PDF,Activo
294,AD110/2020,"Adjudicación directa","Enconcreto, CIDECH, y FINGUACH",2020,abril-junio,Chihuahua,Chihuahua,"SERVICIO DE PUBLICIDAD EN MATERIA COMERCIAL PERIODISTICA, VÍA INSERCIONES EN DIVERSOS  PERIÓDICOS Y PUBLICACIONES IMPRESAS, ESPECIFICAMENTE EN LA REVISTA """"ENCONCRETO Y CICDECH"""", PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",2020-04-22,2020-04-08,2020-06-30,72570.00,0.00,72570.00,72570.00,TAD110-2020_DAPHNE_CHAVEZ.PDF,Activo
295,AD076/2020,"Adjudicación directa",www.lajiribilla.com.mx,2020,abril-junio,Chihuahua,Chihuahua,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.LAJIRIBILLA.COM.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",2020-04-22,2020-04-08,2020-06-30,144000.00,0.00,144000.00,144000.00,TAD076-2020_AURORA_MONTERDE.PDF,Activo
296,AD077/2020,"Adjudicación directa",elresumen.net,2020,abril-junio,Chihuahua,Chihuahua,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.ELRESUMEN.NET PARA LA CORRECTA COMUNICACIÓN SOCIAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",2020-04-22,2020-04-08,2020-06-30,57600.00,0.00,57600.00,57600.00,TAD077-2020_JUAN_MANUEL_BARRIENTOS.PDF,Activo
297,AD078/2020,"Adjudicación directa","Imprenta Siglo XXV, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.TIEMPO.COM.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",2020-04-22,2020-04-08,2020-06-30,3105273.60,0.00,3105273.60,3105273.60,AD078-2020_IMPRENTA_SIGLO_XXV_SA_DE_CV.PDF,Activo
298,AD079/2020,"Adjudicación directa",www.noticiaschihuahua.mx,2020,abril-junio,Chihuahua,Chihuahua,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.NOTICIASCHIHUAHUA.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",2020-04-22,2020-04-08,2020-06-30,278400.00,0.00,278400.00,278400.00,TAD079-2020_SAMUEL_SINALOA_RAMOS.PDF,Activo
299,AD080/2020,"Adjudicación directa",WWW.ADRIANARUIZ.COM.MX,2020,abril-junio,Chihuahua,Chihuahua,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.ADRIANARUIZ.COM.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",2020-04-22,2020-04-08,2020-06-30,360000.00,0.00,360000.00,360000.00,TAD080-2020_RODRIGO_MALDONADO.PDF,Activo
300,AD081/2020,"Adjudicación directa",www.platicachihuahua.com,2020,abril-junio,Chihuahua,Chihuahua,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.PLATICACHIHUAHUA.COM PARA LA CORRECTA COMUNICACIÓN SOCIAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",2020-04-22,2020-04-08,2020-06-30,83520.00,0.00,83520.00,32000.00,TAD081-2020_ERNESTO_ALMANZA_AGUILAR.PDF,Activo
301,AD172/2020,"Adjudicación directa","Jesús Antonio Pérez Rodríguez",2020,julio-septiembre,Chihuahua,Chihuahua,"SERVICIO DE PRODUCCIÓN DE VIDEO PARA LA DIFUSIÓN DEL SEGUNDO INFORME DEL GOBIERNO MUNICIPAL 2018-2021, SOLICITADO POR LA COORDINACIÓN DE COMUNICACIÓN SOCIAL.","Servicio de producción de video informe de actividades del Municipio de Chihuahua, que incluye: ,/ Video informativo con duración de 18 a 25 minutos. ,/ 6 spots de 30 segundos para TV y redes. ,/ 6 spots de 30 segundos para radio. ? Corrección de color. ? Fx en caso de ser requeridos. ? Diseño y motion graphics. ? Musicalización. Derechos de música de stock para tv nacional, cine e internet. ? Animación 3D de logotipo de campaña. Locución. ? Producción en 4K con: Cámara cinematográfica RED ONE 4.5K Óptica cinematográfica VOightlander y Rokinon Estabilizador Ronin Dron 4K 3 kits de iluminación led Tramoya ","De conformidad con los artículos 40, fracción II, 73, fracción XII de la la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, ' así como el artículo 72, fracción X, del Reglamento de la citada ley, en virtud de que se acredita que lo servicios a contratar se encuentran relacionados a conceptos de servicios oficiales, gastos de ceremonial, gastos de orden social y cultura, congresos, convenciones y exposiciones. ",2020-08-28,2020-08-24,2020-12-31,388600.00,0.00,388600.00,388600.00,,Activo
302,AD087/2020,"Adjudicación directa","Periodismo Referente, S. de R.L. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,"


SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.REFERENTE.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL



 ","


CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL



 ","


Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;



 ",2020-04-22,2020-04-08,2020-06-30,359590.00,0.00,359590.00,359590.00,,Activo
303,AD082/2020,"Adjudicación directa","Publicaciones del Chuviscar, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.ELDIARIODECHIHUAHUA.COM.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",2020-04-22,2020-04-08,2020-06-30,1250000.00,0.00,1250000.00,1250000.00,AD082-2020_EL_CHUVISCAR_DIGITAL_.PDF,Activo
