"ID Respecto al contrato y los montos (Factura-Orden de compra-Contrato-Proveedor)","Fecha de Firma Del Contrato","Número O Referencia de Identificación Del Contrato","Objeto Del Contrato","Hipervínculo Al Contrato Firmado","Hipervínculo Al Convenio Modificatorio, en su Caso","Monto Total Del Contrato","Monto Pagado Al Periodo Publicado","Fecha de Inicio de Los Servicios Contratados","Fecha de Término de Los Servicios Contratados","Número de Factura","Hipervínculo a La Factura"
534-1-202-23,2018-10-01,AD318/18,"Servicio de publicidad 4 banner  de diseño FICH FICUU en medio informativo digital www.elobservador.mx durante octubre 2018",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_318-18.PDF,,50000.04,50000.04,2018-10-01,2018-12-31,214,https://www.sindicatura.mx/publicidad-abierta/data/facturas/2_2018-19.PDF
535-1-209-60,2018-10-01,AD320/18,"Publicidad en radio via spots de avisos, anuncios oficiales. ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/T-AD_320-18_-_PEDRO_JAVIER_ONTIVEROS_BLANCO.PDF,,49919.63,49919.63,2018-10-01,2018-12-31,B13,https://www.sindicatura.mx/publicidad-abierta/data/facturas/2_2018-20.PDF
536-1-238-58,2018-10-01,AD321-2018,"Publicidad en radio via spots de avisos y anuncios dentro del programa antena deportiva durante noviembre de 2018. Menciones, predial plan municipal de desarrollo, (30 seg) descuento predial 2018, (30 seg) y alertas climaticas (20 seg). ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/T-AD_321-18_-_PEDRO_GERMAN_ZAVALA_ORNELAS.PDF,,93000.00,93000.00,2018-10-01,2018-12-31,7F785,https://www.sindicatura.mx/publicidad-abierta/data/facturas/2_2018-21.PDF
537-1-238-58,2018-10-01,AD321-2018,"Publicidad en radio via spots de avisos y anuncios dentro del programa antena deportiva durante octubre 2018, FICUU-FICH 2018 (30 SEG) Plan municipal de desarrollo (30 seg), alertas climaticas. ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/T-AD_321-18_-_PEDRO_GERMAN_ZAVALA_ORNELAS.PDF,,107000.00,107000.00,2018-10-01,2018-12-31,03C47,https://www.sindicatura.mx/publicidad-abierta/data/facturas/2_2018-22.PDF
538-1-242-16,2018-10-01,AD325/18,"publicidad en radio via spots de avisos y anuncios oficiales dentro del programa aserto, durante noviembre 2018; campañas; predial plan municipal de desarrollo (30 seg), menciones de alertas climaticas (20 seg). ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/T-AD_325-18_-_LUIS_JAVIER_VALERO_FLORES.PDF,,100998.98,100998.98,2018-10-01,2018-12-31,306,https://www.sindicatura.mx/publicidad-abierta/data/facturas/2_2018-23.PDF
539-1-242-16,2018-10-01,AD325/18,"publicidad en radio via spots de avisos y anuncios oficiales dentro del programa aserto, durante octubre 2018; campañas FICUU-FICH (30 seg). Plan municipal de desarrollo (30 seg) menciones de alertas climaticas (20 seg). ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/T-AD_325-18_-_LUIS_JAVIER_VALERO_FLORES.PDF,,107798.75,107798.75,2018-10-01,2018-12-31,305,https://www.sindicatura.mx/publicidad-abierta/data/facturas/2_2018-24.PDF
54-1-124-28,2019-03-15,AD130/19,"Spot en el programa  de radio  contraste  avisos  campañas
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_130-19.PDF,,21998.24,21998.24,2019-03-15,2019-06-30,49,https://www.sindicatura.mx/publicidad-abierta/data/facturas/90-ANGELICA_DELGADO_CANO.PDF
540-1-243-19,2018-10-01,AD326/18,"Publicidad en radio via spot de avisos y anuncios oficiales dentro del programa ""la ventana del juicio"" durante noviembre 2018. ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/T-AD_326-18_-_ESTEBAN_SALMON_PAREDES.PDF,,64600.06,64600.06,2018-10-01,2018-12-31,249,https://www.sindicatura.mx/publicidad-abierta/data/facturas/2_2018-25.PDF
541-1-243-19,2018-10-01,AD326/18,"Publicidad en radio via spot de avisos y anuncios oficiales dentro del programa ""la ventana del juicio"" durante octubre 2018. ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/T-AD_326-18_-_ESTEBAN_SALMON_PAREDES.PDF,,74200.00,74200.00,2018-10-01,2018-12-31,248,https://www.sindicatura.mx/publicidad-abierta/data/facturas/2_2018-26.PDF
542-1-244-25,2018-10-01,AD327/18,"Publicidad en radio via spot de avisos oficiales dentro del programa NN nuestras noticias durante noviembre 2018; Predial Plan Municipal de Desarrollo, Descuentro predial 2018, Alertas climaticas. ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/T-AD_327-18_-_FRANCISCO_JOSE_ALVAREZ_ITUARTE.PDF,,79290.66,79290.66,2018-10-01,2018-12-31,E69FC,https://www.sindicatura.mx/publicidad-abierta/data/facturas/5f6b99080eda7_2_2018-27.PDF
543-1-244-25,2018-10-01,AD327/18,"Publicidad en radio via spot avisos oficiales dentro del programa NN nuestras noticias durante octubre 2018; menciones. FICUU-FINCH 2018 30(SEG) PLAN MUNICIPAL DE DESARROLLO (30 SEG) ALERTAS CLIMATICAS (20 SEG). ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/T-AD_327-18_-_FRANCISCO_JOSE_ALVAREZ_ITUARTE.PDF,,94612.89,94612.89,2018-10-01,2018-12-31,46ECE,https://www.sindicatura.mx/publicidad-abierta/data/facturas/2_2018-28.PDF
544-1-246-54,2018-10-01,AD329/18,"Publicidad en radio via spots de avisos, anuncios oficiales dentro de la programación de nueva era radio de chihuahua S.A. de C.V., durante noviembre 2018 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_329-18.PDF,,315218.40,315218.40,2018-10-01,2018-12-31,14089CHI,https://www.sindicatura.mx/publicidad-abierta/data/facturas/2_2018-29.PDF
545-1-246-54,2018-10-01,AD329/18,"Publicidad en radio via spots de avisos, anuncios oficiales dentro de la programación de nueva era radio de chihuahua S.A. de C.V., durante octubre 2019",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_329-18.PDF,,434744.88,434744.88,2018-10-01,2018-12-31,13969CHIH,https://www.sindicatura.mx/publicidad-abierta/data/facturas/2_2018-30.PDF
546-1-247-17,2018-10-01,AD330/18,"tiempo Aire 20 seg de mención, tiempo aire 30 seg de mención. ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_330-18.PDF,,89600.00,89600.00,2018-10-01,2018-12-31,363-,https://www.sindicatura.mx/publicidad-abierta/data/facturas/2_2018-31.PDF
547-1-247-17,2018-10-01,AD330/18,"tiempo Aire 20 seg de mención, tiempo aire 30 seg de mención. ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_330-18.PDF,,85340.00,85340.00,2018-10-01,2018-12-31,371,https://www.sindicatura.mx/publicidad-abierta/data/facturas/2_2018-32.PDF
548-1-248-56,2018-10-01,AD331/18,"Publicidad en radio via spots de avisos y anuncios oficiales dentro del programa ""Palabra propia"" durante ocutbre del 2018, FICUU FICH 2018, (30 seg) y plan municipal de desarrollo.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_331-18.PDF,,86199.11,86199.11,2018-10-01,2018-12-31,293,https://www.sindicatura.mx/publicidad-abierta/data/facturas/2_2018-33.PDF
549-1-248-56,2018-10-01,AD331/18,"Publicidad en radio via spots de avisos y anuncios oficiales dentro del programa ""Palabra propia"" durante noviembre 2018; Plan municipal de desarrollo (30 seg) descuento predial 2018, tarjeta de la mujer soriana, Alertas climaticas. ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_331-18.PDF,,89139.09,89139.09,2018-10-01,2018-12-31,294,https://www.sindicatura.mx/publicidad-abierta/data/facturas/5f6b9e2ed98a4_2_2018-34.PDF
55-1-124-28,2019-03-15,AD130/19,"Spot en el programa  de radio  contraste  avisos  campañas
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_130-19.PDF,,89998.20,89998.20,2019-03-15,2019-06-30,40,https://www.sindicatura.mx/publicidad-abierta/data/facturas/91-ANGELICA_DELGADO_CANO.PDF
550-1-250-29,2018-10-01,AD333/18,"Spots (30seg) en horario rotativo, publicidad en radio via spots, de avisos anuncios oficiales dentro de la programación de imagen radio comercial, S.A. de C.V., durante noviembre de 2018, campañas: Plan Municipal de desarrollo (30seg) tarjeta de la mujer soriana, (30seg) descuento del predial (30seg) y menciones descenso de temperaturas dentro de la programación (20 seg). ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD333-18.PDF,,364820.00,364820.00,2018-10-01,2018-12-31,"IRCCHI 1248",https://www.sindicatura.mx/publicidad-abierta/data/facturas/5f6b9f7c8fee3_2_2018-35.PDF
551-1-250-29,2018-10-01,AD333/18,"Spots de 20"" en horario rotativo, spots de 30"" en horario rotativo, publicidad en radio via spots de avisos, anuncios oficiales dentro de la programación de radio comercial, .S.A de C.V. durante octubre del 2018; campaña FICUU FICH 2018, Plan municipal de desarrollo (30seg) menciones de deceso de temperaturas dentro de programación (20seg). ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD333-18.PDF,,385120.00,385120.00,2018-10-01,2018-12-31,IRCCHI-1243,https://www.sindicatura.mx/publicidad-abierta/data/facturas/IMAGEN.PDF
552-1-251-43,2018-10-01,AD334/18,"publicidad en radio via spots de avisos, avisos oficiales dentro de la programación de comunicaciones chihua, .S.A de C.V.,, durante noviembre 2018, campañas; plan de desarrollo municipal (30seg), descuento predial (30seg), menciones de deceso de temperatura dentro de programación (20seg), tarjeta IMM soriana (30seg). ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD334-18.PDF,,295133.58,295133.58,2018-10-01,2018-12-31,2407,https://www.sindicatura.mx/publicidad-abierta/data/facturas/COMUN.-1.PDF
553-1-251-43,2018-10-01,AD334/18,"Publicidad en radio vía spots de avisos, avisos oficiales dentro de la programación de comunicaciones chihua, .S.A de C.V., durante octubre 2018, FICUU 2018 (30seg),  Plan municipal de desarrollo (30seg), menciones de deceso de temperatura dentro de programación (20seg). ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD334-18.PDF,,369516.84,369516.84,2018-10-01,2018-12-31,2406,https://www.sindicatura.mx/publicidad-abierta/data/facturas/COMUN.-2.PDF
554-1-252-28,2018-10-01,AD335/18,"Publicidad en radio via spots de avisos y anuncios oficiales dentro de programa contraste, durante octubre 2018, campañas, FICUU FICH 2018 (30seg), plan municipal de desarrollo (30seg) menciones de alertas climaticas (20seg). ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD335-18.PDF,,72499.36,72499.36,2018-10-01,2018-12-31,94CFC,https://www.sindicatura.mx/publicidad-abierta/data/facturas/ALNGELICA-1.PDF
555-1-252-28,2018-10-01,AD335/18,"Publicidad en radio via spots de avisos y anuncios oficiales dentro de programa contraste, durante noviembre 2018, campañas,predial plan municipal de desarrollo (30seg) menciones de alertas climaticas (20seg). ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD335-18.PDF,,64499.40,64499.40,2018-10-01,2018-12-31,A7EBC,https://www.sindicatura.mx/publicidad-abierta/data/facturas/ANGELICA-2.PDF
556-1-253-64,2018-10-01,AD336/18,"Publicidad en televisión via spot de avisos y anuncios oficiales dentro de la programación del noticiero expectativa durante el mes de noviembre 2018 campañas; plan municipal de desarrollo/ tarjeta IMM soriana/ alertas climaticas ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD336-18.PDF,,92075.00,92075.00,2018-10-01,2018-12-31,1115,
557-1-253-64,2018-10-01,AD336/18,"Publicidad en televisión via spot de avisos y anuncios oficiales dentro de la programación del noticiero expectativa durante el mes de octubre 2018 campañas;FICUU FICH 2018, Plan Municipal de desarrollo ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD336-18.PDF,,106575.00,106575.00,2018-10-01,2018-12-31,1114,https://www.sindicatura.mx/publicidad-abierta/data/facturas/VICTOR-2.PDF
558-1-254-42,2018-10-01,AD337/18,"Publicidad en televisiónn spots de avisos y anuncios oficiales dentro de la programación de comunicación futura durante el mes de octubre campaña FICUU FICH 2018/ Plan de desarrollo Muncipal ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD337-18.PDF,,100800.00,100800.00,2018-10-01,2018-12-31,0272,https://www.sindicatura.mx/publicidad-abierta/data/facturas/COM.FUTU.-1.PDF
559-1-254-42,2018-10-01,AD337/18,"Publicidad en televisiónn spots de avisos y anuncios oficiales dentro de la programación de comunicación futura durante el mes  de noviembre Campañas/ Plan Municipal de desarrollo/ tajerta IMM Soriana/ Menciones de alerta climatica. ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD337-18.PDF,,98400.00,98400.00,2018-10-01,2018-12-31,273,https://www.sindicatura.mx/publicidad-abierta/data/facturas/COM.FUTU.-2.PDF
56-1-126-64,2019-03-15,AD132/19,"Spot en television
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_132-19.PDF,,152250.00,152250.00,2019-03-15,2019-06-30,150,https://www.sindicatura.mx/publicidad-abierta/data/facturas/94-VICTOR_HUGO_VALLES_RIVAS.PDF
560-1-255-50,2018-10-01,AD338/18,"Publicidad en televisión via spots de avisos y anuncios oficiales dentro de la programación noticiero Chihuaua Digital, durante octubre 2018; campañas FICUU FICH 2018, Plan de desarrollo Municipal",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD338-18.PDF,,207000.14,207000.14,2018-10-01,2018-12-31,10C92,https://www.sindicatura.mx/publicidad-abierta/data/facturas/MAYELA-1.PDF
561-1-255-50,2018-10-01,AD338/18,"Publicidad en televisión via spots de avisos y anuncios oficiales dentro de la programación noticiero Chihuaua Digital, durante Noviembre 2018; Plan de desarrollo Municipal/ Tarjeta IMM soriana.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD338-18.PDF,,85100.06,85100.06,2018-10-01,2018-12-31,30B86,
562-1-256-47,2018-10-01,AD339/18,"Contraportada interior publicidad en prensa impresa por via inserciones en la revista ""ser empresario"" durante noviembre 2018; descuento del predial, noviembre, 1 plana full color de camaras de DSPM.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD339-18.PDF,,174099.99,174099.99,2018-10-01,2018-12-31,1841,
563-1-256-47,2018-10-01,AD339/18,"1 plana publicidad en prensa impresa via inserciones en la revista ""ser empresario"" durante octubre 2018; diseño 1 plana completa camaras DSPM, 1 plana full color. ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD339-18.PDF,,100034.99,100034.99,2018-10-01,2018-12-31,1838,https://www.sindicatura.mx/publicidad-abierta/data/facturas/EDITORIAL-2.PDF
564-1-256-47,2018-10-01,AD339/18,"1 Plana pubicidad en prensa impresa via inserciones en la revista ""ser empresario"" durante octubre 2018; diseño 1 plana completa tarjeta mi ahorro mi bienestar, 1 plana full color. ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD339-18.PDF,,75499.99,75499.99,2018-10-01,2018-12-31,1839,https://www.sindicatura.mx/publicidad-abierta/data/facturas/EDITORIAL-3.PDF
565-1-258-51,2018-10-01,AD341/18,"Publicidad en prensa impresa por via inserciones en revista ""voz en red"" durante noviembre 2018, diseño; descuento predial 2018/camaras DSPM. ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD341-18.PDF,,46666.00,46666.00,2018-10-01,2018-12-31,400,https://www.sindicatura.mx/publicidad-abierta/data/facturas/MERBOCA-1.PDF
566-1-258-51,2018-10-01,AD341/18,"Publicidad en prensa impresa por via inserciones en revista ""voz en red"" durante octubre 2018, diseño Camaras DSPM.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD341-18.PDF,,23332.99,23332.99,2018-10-01,2018-12-31,299,https://www.sindicatura.mx/publicidad-abierta/data/facturas/MERBOCA-2.PDF
567-1-259-53,2018-10-01,"AD342/18 ","Publicidad en prensa impresa via inserciones en la revista ""Radio net"" durante noviembre 2018; diseño: 1 plana full color descuento predial, 1/2 plana full color tarjeta IMM- Soriana. ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD342-18.PDF,,47399.00,47399.00,2018-10-01,2018-12-31,A-4161,https://www.sindicatura.mx/publicidad-abierta/data/facturas/RAD.JUA.-1.PDF
568-1-259-53,2018-10-01,"AD342/18 ","Publicidad en prensa impresa via inserciones en la revista ""Radio net"" durante octubre 2018; diseño: Camaras DSPM.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD342-18.PDF,,57000.00,57000.00,2018-10-01,2018-12-31,A-4160,https://www.sindicatura.mx/publicidad-abierta/data/facturas/RAD.JUA.-2.PDF
569-1-260-21,2018-10-01,"AD343/2018 ","Publicidad en prensa impresa por via inserciones en la revista express durante ocutbre 201; Diseño una plana full color camaras DSPM 2018, 1/2 plana full color tarjeta mi apoyo mi bienestar. ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD343-18.PDF,,44000.00,44000.00,2018-10-01,2018-12-31,247,https://www.sindicatura.mx/publicidad-abierta/data/facturas/EXPRESS-1.PDF
57-1-129-34,2019-03-15,AD136/19,"Banner en la pagina noticiasaldia
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_136-19.PDF,,35800.00,35800.00,2019-03-15,2019-06-30,24,https://www.sindicatura.mx/publicidad-abierta/data/facturas/97-HECTOR_MANUEL_BERNAL_AMEZCUA.PDF
570-1-260-21,2018-10-01,"AD343/2018 ","Publicidad en prensa impresa por via inserciones en la revista express durante noviembre 2018; diseño 1 plana full color descuento predial, 1 plana full color camaras DSPM.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD343-18.PDF,,60000.00,60000.00,2018-10-01,2018-12-31,275,https://www.sindicatura.mx/publicidad-abierta/data/facturas/EXPRESS-2.PDF
571-1-262-99,2018-10-01,AD351-2018,"Contenido programatico en vivo por una hora durante octubre-noviembre 2018. ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD351-18.PDF,,1113600.00,1113600.00,2018-10-01,2018-12-31,7EB9C,https://www.sindicatura.mx/publicidad-abierta/data/facturas/SIST.REG..PDF
572-1-263-13,2018-10-01,AD352/18,"Octubre/medida 300x145 pixeles/ banner en medio informativo digital/ el pueblo.com",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD352-18.PDF,,269999.84,269999.84,2018-10-01,2018-12-31,0248,https://www.sindicatura.mx/publicidad-abierta/data/facturas/ELPUEBLO-1.PDF
573-1-263-13,2018-10-01,AD352/18,"Noviembre/medidas 300x145 15 diseños.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD352-18.PDF,,179999.89,179999.89,2018-10-01,2018-12-31,250,https://www.sindicatura.mx/publicidad-abierta/data/facturas/ELPUEBLO-2.PDF
574-1-266-39,2018-10-01,AD355/18,"ublicidad en radio via spots aviso, anuncios oficiales dentro de la programación de comercialziadora Tosgon S.A. de C.V. durante octubre y noviembre 2018; camapañas FICUU FICH 2018 (30 seg)/Plan Municipal de desarrollo (30seg)/ menciones de decenso de temperaturas de programación (20seg)/descuento predial (30seg)/tarjeta IMM soriana (30seg)/encendido del pino de navidad.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD355-18.PDF,,449999.99,449999.99,2018-10-01,2018-12-31,TOSCHI-437,https://www.sindicatura.mx/publicidad-abierta/data/facturas/COM.TOS..PDF
575-1-268-48,2018-10-01,AD358/18,"Publicidad en revistas.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD358-18.PDF,,50000.00,50000.00,2018-10-01,2018-12-31,2199,https://www.sindicatura.mx/publicidad-abierta/data/facturas/5f6bb81305aa8_DAPHNE-1.PDF
576-1-268-48,2018-10-01,AD358/18,"Publicidad en revistas.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD358-18.PDF,,50000.00,50000.00,2018-10-01,2018-12-31,2198,https://www.sindicatura.mx/publicidad-abierta/data/facturas/5f6bb85bd1d5a_DAPHNE-2.PDF
577-1-269-100,2018-10-01,AD376/18,"Servicio de publicidad en banner en medio informativo digital www.eldigital.com.mx durante octubre 2015; campañas (300x250) diseños: diseño generico FICH FICUU 2018.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD376-18.PDF,,75000.00,75000.00,2018-10-01,2018-12-31,60223,https://www.sindicatura.mx/publicidad-abierta/data/facturas/ROSA.PDF
578-5-194-92,2018-08-16,AD245/18,"SERVICIO DE MENSAJERIA PARA LA ENTREGA DE LOS PROMOCIONALES DEL SEGUNDO INFORME DE GOBIERNO",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD245-18.PDF,,39930.39,39930.39,2018-08-16,2018-09-10,"B 11417",
579-6-16-82,2018-08-21,AD249/18,"FOTOGRAFIA E IMPRESIONES TAMAÑO 4X6 DE HASTA 1300 FOTOGRAFIAS, DIVIDIDO EN 5 EVENTOS, INCLUYE LUCES Y MATERIAL DE IMPRESION.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/T-AD249-18_-_ALMA_LETICIA_ACOSTA_ALMODOVAR.PDF,,90828.00,90828.00,2018-08-21,2018-09-10,C05C,https://www.sindicatura.mx/publicidad-abierta/data/facturas/FACTURA_C05C_-_24_SEP_2020_-_11-01.PDF
58-1-129-34,2019-03-15,AD136/19,"Banner en la pagina noticiasaldia
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_136-19.PDF,,25800.00,25800.00,2019-03-15,2019-06-30,25,https://www.sindicatura.mx/publicidad-abierta/data/facturas/98-HECTOR_MANUEL_BERNAL_AMEZCUA.PDF
580-7-193-92,2018-08-16,AD244/18,"SERVICIO DE MENSAJERIA LOCLA, ESTATAL, NACIONAL E INTERNACIONAL PARA TOMA DE PROTESTA",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD244-18.PDF,,173164.22,173164.22,2018-08-16,2018-09-10,"B 11416",https://www.sindicatura.mx/publicidad-abierta/data/facturas/FACTURA_B11416_-_24_SEP_2020_-_11-13.PDF
582-1-231-81,2019-07-19,AD249/19,"Diseño Editorial 1er Informe de Gobierno",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_249-19.PDF,,67976.00,67976.00,2019-07-19,2019-12-31,"A 167",https://www.sindicatura.mx/publicidad-abierta/data/facturas/A_167_-_24_SEP_2020_-_11-54.PDF
583-1-27-86,2018-10-01,AD303/18,"Monitoreo, metríca, y síntesis general (radio, televisión, presna escrita y periódicos digitales)",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_303-18.PDF,,78074.99,78074.99,2020-10-01,2018-12-31,768,https://www.sindicatura.mx/publicidad-abierta/data/facturas/5f6e28197c505_1_2018-40.PDF
585-1-70-101,2019-07-19,AD227/19,"PUBLICIDAD EN COMUNICACIÓN RADIOFÓNICA VÍA SPOTS DE AVISOS Y ANUNCIOS OFICIALES DENTRO DE LA PROGRAMACIÓN DE NO LE CAMBIE DURANTE JULIO Y AGOSTO 2019",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_227-19.PDF,,243600.00,243600.00,2019-07-19,2019-12-31,0450,https://www.sindicatura.mx/publicidad-abierta/data/facturas/176_JUAN_ENRIQUE_LOPEZ_AGUIRRE.PDF
587-1-205-60,2019-07-19,AD231/19,"Publcidad en comunicacion radiofonica via spots de avisos y anuncios ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_231-19.PDF,,48000.80,48000.80,2019-07-19,2019-12-31,5572,https://www.sindicatura.mx/publicidad-abierta/data/facturas/178_PEDRO_JAVIER_ONTIVEROS_BLANCO.PDF
588-1-150-46,2019-03-15,AD083/19,"Servicio de Publicidad en medio informativo digital www.ElResumen.net en banner digital, medida 142
x 72, durante Mayo del 2019.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_083-19.PDF,,15999.00,15999.00,2019-03-15,2019-06-30,205E,https://www.sindicatura.mx/publicidad-abierta/data/facturas/5f71fcc41d95e_21-JUAN_MANUEL_BARRIENTOS_MARQUEZ.PDF
589-1-224-57,2019-07-19,AD268/19,"SERVICIO DE PUBLICIDAD EN MEDIO INFORMATIVO DIGITAL www.omnia.com.mx EN BANNER DIGITAL MEDIDA 280X170 DURANTE OCTUBRE Y NOVIEMBRE 2019",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_268-19.PDF,,60000.00,60000.00,2019-07-19,2019-12-31,170,https://www.sindicatura.mx/publicidad-abierta/data/facturas/162_OMNIA.PDF
59-1-37-13,2019-07-19,AD203/19,"Publicidad en medio informativo digital  banner",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_203-19.PDF,,120000.00,120000.00,2019-07-19,2019-12-31,321,https://www.sindicatura.mx/publicidad-abierta/data/facturas/138_EL_PUEBLO_FAMILIAR.PDF
590-1-309-48,2020-04-22,AD110/2020,"PUBLICIDAD EN REVISTAS",https://www.sindicatura.mx/publicidad-abierta/data/contratos/TAD110-2020_DAPHNE_CHAVEZ.PDF,,50872.20,50872.20,2020-04-08,2020-06-30,2600,https://www.sindicatura.mx/publicidad-abierta/data/facturas/DAPHNECHAVEZ2567_REDACTED.PDF
591-1-309-48,2020-04-22,AD110/2020,"PUBLICIDAD EN REVISTAS",https://www.sindicatura.mx/publicidad-abierta/data/contratos/TAD110-2020_DAPHNE_CHAVEZ.PDF,,21697.80,21697.80,2020-04-08,2020-06-30,2567,https://www.sindicatura.mx/publicidad-abierta/data/facturas/5fb416f7c8977_DAPHNECHAVEZ2567_REDACTED.PDF
592-1-315-103,2020-04-22,AD081/2020,"PUBLICIDAD EN BANNER ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/TAD081-2020_ERNESTO_ALMANZA_AGUILAR.PDF,,0.00,0.00,2020-04-08,2020-06-30,238A,https://www.sindicatura.mx/publicidad-abierta/data/facturas/ERNESTO_ALMANZA.PDF
593-1-315-103,2020-04-22,AD081/2020,"BANNER PUBLICITARIO",https://www.sindicatura.mx/publicidad-abierta/data/contratos/TAD081-2020_ERNESTO_ALMANZA_AGUILAR.PDF,,32000.00,32000.00,2020-04-08,2020-06-30,5029,https://www.sindicatura.mx/publicidad-abierta/data/facturas/5fb41936d8406_ERNESTO_ALMANZA.PDF
594-1-333-38,2020-08-28,AD172/2020,"SERVICIO DE PRODUCCION DE VIDEO INFORMEDE ACTIVIDADES DEL MUNICIPIO DE CHIHUAHUA QUE INCLUYE: -VIDEO INFORMATIVO CON DURACION DE 18 A 25 MINS, -6 SPOTS DE 30 SEG PARA RADIO, TV Y REDES, -CORRECION DE COLOR, -FX EN CASO DE SER REQUERIDOS, -DISENO Y MOTION GRAPHICS, -DERECHOS DE MUSICA DE STOCK PARA TV NACIONAL, CINE E INTERNET, -ANIMACION 3D DE LOGO, - LOCUCION, -PRODUCCION EN 4K: Camara cinematografica Red One 415k,, optica cinematografica Voightlander, - Estabilizador Ronin, Dron 4k, 3 kits de iluminacion led, tramoya.",,,388600.00,388600.00,2020-08-24,2020-12-31,54,https://www.sindicatura.mx/publicidad-abierta/data/facturas/FACTURA.PDF
595-1-138-38,2019-03-15,AD157/19,"PRODUCCIÓN Y EDICIÓN DE COMERCIALES
EN CALIDAD HD 30 SE
PRODUCCIÓN Y EDICIÓN DE MATERIAL
PARA PROYECCIÓN CINEMATOGRÁFICA HD",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_157-19.PDF,,580000.00,580000.00,2019-03-15,2019-06-30,25-,https://www.sindicatura.mx/publicidad-abierta/data/facturas/FACT.PDF
596-1-143-50,2019-07-19,AD195/19,"Publicidad en televisión vía spots de avisos y anuncios oficales (30 seg) en el noticiero Chihuahua digital durente noviembre 2019",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_195-19.PDF,,58200.00,58200.00,2019-07-19,2019-12-31,CA4A,https://www.sindicatura.mx/publicidad-abierta/data/facturas/FACT_MAYELA_001.PDF
