#,Procedimiento,"Nombre o razón social del proveedor",Ejercicio,Trimestre,"Sujeto obligado contratante","Sujeto obligado solicitante","Número de contrato","Objeto del contrato",Descripción,"Fundamento jurídico","Fecha de celebración","Fecha de inicio","Fecha de término","Monto original de contrato","Monto modificado","Monto total","Monto pagado a la fecha","Archivo del contrato en PDF","Área responsable de la información","Fecha de validación",Año,"Fecha de actualización",Nota,Estatus
280,"Adjudicación directa","Recuperadora Ambiental Del Norte S de Rl de Cv",2020,abril-junio,Chihuahua,Chihuahua,AD124/2020,"CONTRATACIÓN DE ESPACIOS ECOLÓGICOS (CONTENEDORES ECOLÓGICOS FIJOS), CONTANDO CON IMPRESIÓN, DISEÑO, MONTAJE Y RETIRO DE MATERIAL, EN DIVERSOS PUNTOS DE LA CIUDAD DE CHIHUAHUA,  PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de
Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",07.05.2020,23.04.2020,30.06.2020,"$ 900,480.00",$0.00,"$ 900,480.00","$ 900,480.00",AD124-2020_RECUPERADORA_AMBIENTAL_DEL_NORTE.PDF,"Unidad administrativa de comunicación social",01.09.2020,2020,01.09.2020,,Activo
281,"Adjudicación directa","Imagen Radio Comercial, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,AD101/2020,"SERVICIO DE PUBLICIDAD EN RADIO A TRAVÉS DE LA PROGRAMACIÓN DE """"IMAGEN RADIO COMERCIAL XHCHI 97.3 FM"""" VÍA SPOTS DE AVISOS  Y ANUNCIOS OFICIALES, TRANSMISIONES EN PROGRAMAS Y TRANSMISIONES EN VIVO PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",22.04.2020,08.04.2020,30.06.2020,"$ 860,000.00",$0.00,"$ 860,000.00","$ 859,995.00",AD101-2020_IMAGEN_RADIO_COMERCIAL_.PDF,"Unidad administrativa de la Coordinación de Comunicación Social",01.09.2020,2020,01.09.2020,,Activo
282,"Adjudicación directa","AA Print, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,AD125/2020,"CONTRATACIÓN DE ESPACIOS UNIPOLARES, CONTANDO CON IMPRESIÓN, MONTAJE, Y RETIRO DE MATERIAL EN DIVERSOS PUNTOS DE LA CIUDAD, PARA LA CORRECTA COMUNICACIÓN SOCIAL DE GOBIERNO MUNICIPAL","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",07.05.2020,23.04.2020,30.06.2020,"$ 1,000,000.00",$0.00,"$ 1,000,000.00","$ 999,999.99",AD125-2020_AA_PRINT_SA_DE_CV.PDF,"Unidad administrativa de comunicación social",01.09.2020,2020,01.09.2020,,Activo
283,"Adjudicación directa","Jessica Arely Medina Valerio",2020,abril-junio,Chihuahua,Chihuahua,AD126/2020,"SERVICIO DE PUBLICIDAD DE PROYECCIÓN EN MEGA PANTALLA, UBICADA EN CALLE LIBERTAD ESQUINA CON VICENTE GUERRERO, COLONIA CENTRO, PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",07.05.2020,23.04.2020,30.06.2020,"$ 190,080.00",$0.00,"$ 190,080.00","$ 190,080.00",TAD126-2020.PDF,"Unidad administrativa de comunicación social",01.09.2020,2020,01.09.2020,,Activo
284,"Adjudicación directa","Comercializadora Imation, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,AD127/2020,"CONTRATACIÓN DE ESPACIOS UNIPOLARES, CONTANDO CON IMPRESIÓN, MONTAJE Y RETIRO DE MATERIAL EN DIVERSOS PUNTOS DE LA CIUDAD, PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",07.05.2020,23.04.2020,30.06.2020,"$ 1,000,000.00",$0.00,"$ 1,000,000.00","$ 1,000,000.00",AD127-2020.PDF,"Unidad administrativa de comunicación social",01.09.2020,2020,01.09.2020,,Activo
285,"Adjudicación directa","""Plan de vuelo"", Radio 102.5 FM",2020,abril-junio,Chihuahua,Chihuahua,AD102/2020,"SERVICIO DE PUBLICIDAD EN RADIO A TRAVÉS DEL PROGRAMA """"PLAN DE VUELO"""" VÍA SPOTS DE AVISOS  Y ANUNCIOS OFICIALES, TRANSMISIONES EN PROGRAMAS Y TRANSMISIONES EN VIVO PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",22.04.2020,08.04.2020,30.06.2020,"$ 174,000.00",$0.00,"$ 174,000.00","$ 174,000.00",AD102-2020_RUBEN_EDMUNDO_MALDONADO_.PDF,"Unidad administrativa de la Coordinación de Comunicación Social",01.09.2020,2020,01.09.2020,"Se esta en espera del archivo PDF de este contrato ya que no se encuentra disponible.",Activo
286,"Adjudicación directa","El Pueblo Familiar, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,AD128/2020,"SERVICIO DE PUBLICIDAD DE PROYECCIÓN EN PANTALLA UNIPOLAR LED UBICADA EN BOULEVARD TEÓFILO BORUNDA (CANAL Y 21), PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPA","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",07.05.2020,23.04.2020,30.06.2020,"$ 180,000.00",$0.00,"$ 180,000.00","$ 180,000.00",AD128-2020_EL_PUEBLO_FAMILIAR_PANTALLA.PDF,"Unidad administrativa de comunicación social",01.09.2020,2020,01.09.2020,,Activo
287,"Adjudicación directa","SUEÑOS y REALIDADES",2020,abril-junio,Chihuahua,Chihuahua,AD103/2020,"SERVICIO DE PUBLICIDAD EN RADIO A TRAVÉS DEL PROGRAMA """"SUEÑOS Y REALIDADES"""" VÍA SPOTS DE AVISOS  Y ANUNCIOS OFICIALES, TRANSMISIONES EN PROGRAMAS Y TRANSMISIONES EN VIVO PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",22.04.2020,08.04.2020,30.06.2020,"$ 46,900.00",$0.00,"$ 46,900.00","$ 46,799.99",AD103-2020_PEDRO_JAVIER_ONTIVEROS_BLANCO.PDF,"Unidad administrativa de la Coordinación de Comunicación Social",01.09.2020,2020,01.09.2020,"Se esta en espera del archivo PDF de este contrato ya que no se encuentra disponible.",Activo
288,"Adjudicación directa","Cazonci Editores, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,AD104/2020,"SERVICIO DE PUBLICIDAD EN MATERIA COMERCIAL PERIODISTICA, VÍA INSERCIONES EN DIVERSOS  PERIÓDICOS Y PUBLICACIONES IMPRESAS, ESPECIFICAMENTE EN LA REVISTA """"ALCALDES DE  MÉXICO"""", PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",22.04.2020,08.04.2020,30.06.2020,"$ 144,000.00",$0.00,"$ 144,000.00","$ 144,000.00","No hay archivo","Unidad administrativa de la Coordinación de Comunicación Social",01.09.2020,2020,01.09.2020,,Activo
289,"Adjudicación directa","Editorial E Imagen Publica, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,AD105/2020,"SERVICIO DE PUBLICIDAD EN MATERIA COMERCIAL PERIODISTICA, VÍA INSERCIONES EN DIVERSOS  PERIÓDICOS Y PUBLICACIONES IMPRESAS, ESPECIFICAMENTE EN LA REVISTA """"SER EMPRESARIO"""", PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",22.04.2020,08.04.2020,30.06.2020,"$ 212,090.00",$0.00,"$ 212,090.00","$ 212,090.00",AD105-2020_EDITORIAL_E_IMAGEN_PUBLICA_SA_DE_CV.PDF,"Unidad administrativa de la Coordinación de Comunicación Social.",01.09.2020,2020,01.09.2020,,Activo
290,"Adjudicación directa","Cia. Periodística El Sol de Chihuahua, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,AD106/2020,"SERVICIO DE PUBLICIDAD EN MATERIA COMERCIAL PERIODISTICA, VÍA INSERCIONES EN DIVERSOS  PERIÓDICOS Y PUBLICACIONES IMPRESAS, ESPECIFICAMENTE EN EL PERIÓDICO """"EL HERALDO DE CHIHUAHUA"""", PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",22.04.2020,08.04.2020,30.06.2020,"$ 6,500,000.00",$0.00,"$ 6,500,000.00","$ 6,499,999.99",AD106-2020_CIA_PERIODISTICA_DEL_SOL_IMPRESO_HERALDO.PDF,"Unidad administrativa de la Coordinación de Comunicación Social.",01.09.2020,2020,01.09.2020,,Activo
291,"Adjudicación directa","Radio Juarense, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,AD107/2020,"SERVICIO DE PUBLICIDAD EN MATERIA COMERCIAL PERIODISTICA, VÍA INSERCIONES EN DIVERSOS  PERIÓDICOS Y PUBLICACIONES IMPRESAS, ESPECIFICAMENTE EN LA REVISTA """"RADIO NET JUARENSE"""", PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",22.04.2020,08.04.2020,30.06.2020,"$ 168,000.00",$0.00,"$ 168,000.00","$ 167,968.00","No hay archivo","Unidad administrativa de la Coordinación de Comunicación Social",01.09.2020,2020,01.09.2020,,Activo
292,"Adjudicación directa","Publicaciones del Chuviscar, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,AD108/2020,"SERVICIO DE PUBLICIDAD EN MATERIA COMERCIAL PERIODISTICA, VÍA INSERCIONES EN DIVERSOS  PERIÓDICOS Y PUBLICACIONES IMPRESAS, ESPECIFICAMENTE EN EL PERIÓDICO """"EL DIARIO DE CHIHUAHUA"""", PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",22.04.2020,08.04.2020,30.06.2020,"$ 4,000,000.00",$0.00,"$ 4,000,000.00","$ 3,999,999.00",AD108-2020_EL_CHUVISCAR_IMPRESO_.PDF,"Unidad administrativa de la Coordinación de Comunicación Social",01.09.2020,2020,01.09.2020,,Activo
293,"Adjudicación directa","Merboca, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,AD109/2020,"SERVICIO DE PUBLICIDAD EN MATERIA COMERCIAL PERIODISTICA, VÍA INSERCIONES EN DIVERSOS  PERIÓDICOS Y PUBLICACIONES IMPRESAS, ESPECIFICAMENTE EN EL PERIÓDICO """"EL DIARIO DE CHIHUAHUA"""", PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",22.04.2020,08.04.2020,30.06.2020,"$ 361,920.00",$0.00,"$ 361,920.00","$ 361,919.99",AD109-2020_MERBOCA_SA_DE_CV.PDF,"Unidad administrativa de la Coordinación de Comunicación Social",01.09.2020,2020,01.09.2020,,Activo
294,"Adjudicación directa","Enconcreto, CIDECH, y FINGUACH",2020,abril-junio,Chihuahua,Chihuahua,AD110/2020,"SERVICIO DE PUBLICIDAD EN MATERIA COMERCIAL PERIODISTICA, VÍA INSERCIONES EN DIVERSOS  PERIÓDICOS Y PUBLICACIONES IMPRESAS, ESPECIFICAMENTE EN LA REVISTA """"ENCONCRETO Y CICDECH"""", PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",22.04.2020,08.04.2020,30.06.2020,"$ 72,570.00",$0.00,"$ 72,570.00","$ 72,570.00",TAD110-2020_DAPHNE_CHAVEZ.PDF,"Unidad administrativa de la Coordinación de Comunicación Social",01.09.2020,2020,01.09.2020,,Activo
295,"Adjudicación directa",www.lajiribilla.com.mx,2020,abril-junio,Chihuahua,Chihuahua,AD076/2020,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.LAJIRIBILLA.COM.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",22.04.2020,08.04.2020,30.06.2020,"$ 144,000.00",$0.00,"$ 144,000.00","$ 144,000.00",TAD076-2020_AURORA_MONTERDE.PDF,"Unidad administrativa de la Coordinación de Comunicación Social",01.09.2020,2020,01.09.2020,N/A,Activo
296,"Adjudicación directa",elresumen.net,2020,abril-junio,Chihuahua,Chihuahua,AD077/2020,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.ELRESUMEN.NET PARA LA CORRECTA COMUNICACIÓN SOCIAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",22.04.2020,08.04.2020,30.06.2020,"$ 57,600.00",$0.00,"$ 57,600.00","$ 57,600.00",TAD077-2020_JUAN_MANUEL_BARRIENTOS.PDF,"Unidad administrativa de la Coordinación de Comunicación Social",01.09.2020,2020,01.09.2020,N/A,Activo
